instance,time,val_accuracy,val_cross_entropy,batch_size,learning_rate,max_dropout,max_units,momentum,num_layers,weight_decay,epoch
3945,71.53648376464844,71.1819839477539,0.5547938942909241,126,0.00014874420549434577,0.3953723784372142,158,0.7541666923624629,1,0.07383675449952395,51
3945,173.73582458496094,90.55631256103516,0.41758808493614197,41,0.00021627347102870514,0.4450053575167543,139,0.24231095204309852,2,0.061384426252882054,51
3945,234.19171142578125,91.29754638671875,0.32528385519981384,80,0.0006575543141203298,0.7204760696815619,397,0.8607198217008482,3,0.0026080684375953036,51
3945,471.71746826171875,98.96805572509766,0.29738375544548035,16,0.019515516130756506,0.633386092264716,198,0.7912098289927951,5,0.06399226511296753,51
3945,213.0166778564453,84.03251647949219,0.9599929451942444,37,0.03868255522854196,0.6122200706392656,98,0.7227864475367771,3,0.008292579058070302,51
3945,117.01435089111328,98.2717056274414,0.45303067564964294,170,0.0028003927454583596,0.46639445840444615,86,0.5864897264517971,5,0.024848297766992867,51
3945,153.89251708984375,48.14613342285156,0.6494687795639038,406,0.00014677813737232608,0.9441263040991122,134,0.31516041995364363,4,0.09685739158125535,51
3945,103.90633392333984,96.69574737548828,0.34048086404800415,85,0.0026990111045377355,0.6141599157950663,96,0.8500223090270148,4,0.02104192948758819,51
3945,100.00320434570312,84.7303695678711,0.3656136393547058,33,0.002115255645726325,0.19962695486870163,506,0.168363496074096,1,0.044351070347006825,51
3945,175.53330993652344,89.48355102539062,0.6817710399627686,463,0.057089155135218506,0.7897938785981672,246,0.7182269480579618,4,0.08922492491914177,51
3945,239.11837768554688,89.53852081298828,0.4224352240562439,30,0.00019657815056269018,0.9094319366809805,493,0.2833529873574088,2,0.0681788355476466,51
3945,1231.695556640625,88.31797790527344,0.6575168371200562,78,0.06700080199968256,0.9241859525639338,844,0.34921416204788036,4,0.03379236022010976,51
3945,162.9774932861328,87.03302001953125,0.3824794590473175,245,0.0045246310005665,0.5467049772140263,155,0.6976865832087216,3,0.008197964759838304,51
3945,63.685611724853516,68.8069076538086,0.5694770812988281,208,0.0004731126000844493,0.20085836329532258,996,0.5464243435377979,1,0.05278973161576673,51
3945,219.4145050048828,81.45425415039062,0.5690516829490662,98,0.008083371573258407,0.9527788918822799,127,0.5235435308824674,2,0.006938336466967148,51
3945,168.25137329101562,94.80269622802734,0.4870767593383789,203,0.0003866443079675621,0.16655450571831598,103,0.3975505114656652,5,0.058222204099913126,51
3945,194.96246337890625,96.83047485351562,0.2388841062784195,22,0.0051423216496854825,0.7515754942570854,68,0.8234090269224458,4,0.0009824506589209694,51
3945,283.441650390625,99.04547882080078,0.37861573696136475,39,0.00020324114498036677,0.5701875746093357,311,0.3289886081417357,5,0.08166042259698993,51
3945,442.535400390625,73.31208038330078,0.5866584181785583,486,0.00027592028014022317,0.24363570440710847,448,0.7059645455818048,5,0.06110317487386034,51
3945,350.37762451171875,88.6795425415039,0.3741457164287567,46,0.07445660069083367,0.18953393857598433,711,0.16293222513335626,2,0.05456496153615087,51
3945,286.37420654296875,73.64128112792969,4.14641809463501,138,0.06912766756542348,0.746434943820287,720,0.7889231877731482,2,0.03022865028008984,51
3945,615.1275634765625,98.80811309814453,0.30822381377220154,29,0.0072462782025586375,0.5908395313166442,584,0.6379403803706667,5,0.04887311666131077,51
3945,237.1075439453125,98.14732360839844,0.47045961022377014,149,0.016133145309807063,0.4639851983363773,299,0.49610114248027104,5,0.07142201243523578,51
3945,94.2538070678711,74.19578552246094,0.48475340008735657,468,0.006340661194406357,0.8174458748431866,174,0.8430583199103825,1,0.041390455174345565,51
3945,372.7477111816406,98.4063720703125,0.3202650845050812,47,0.042678229692135854,0.4535318202800961,366,0.5540681480991803,5,0.029621032295786547,51
3945,666.8526611328125,97.38465118408203,0.35067352652549744,27,0.000614213049889882,0.11786535444807378,789,0.548922817336245,4,0.0831684085366238,51
3945,527.1531982421875,96.93247985839844,0.4449579417705536,99,0.061954685734489694,0.8186469754015085,326,0.577551470093939,5,0.09212263531343386,51
3945,197.706787109375,98.22560119628906,0.4509200155735016,60,0.00016593891986344488,0.4147386920969943,130,0.23861430743641385,5,0.03028760296020616,51
3945,206.23118591308594,76.79597473144531,0.48719289898872375,313,0.005921772051626871,0.8795930023673336,244,0.39002757561147217,2,0.09180472581672841,51
3945,222.17276000976562,76.76038360595703,0.41707634925842285,501,0.0016824374167824436,0.4723901146574503,808,0.8375931872057308,2,0.044238102643138336,51
3945,399.1896667480469,98.43453216552734,0.2482588142156601,34,0.01842567736666715,0.7515908949448494,349,0.8573715952853211,5,0.008386089599792533,51
3945,69.46987915039062,85.21106719970703,0.38743656873703003,40,0.0021087421958183674,0.644879726435038,318,0.9625308867863177,1,0.026910552826955838,51
3945,205.2703857421875,99.38838195800781,0.3128068447113037,47,0.0016960262014476038,0.9251846846858361,157,0.8359103371167508,5,0.06935846977447434,51
3945,88.34961700439453,86.66792297363281,0.36258432269096375,31,0.0005480088047521736,0.5199874759523444,279,0.8388452743203818,1,0.02722442485374105,51
3945,902.1082153320312,96.05860900878906,0.2309100180864334,17,0.0017589787223954857,0.2185102267866197,1014,0.9165885769352626,4,0.01870049833498852,51
3945,162.29141235351562,72.29824829101562,5.108740329742432,128,0.047228171850624466,0.9244282663004313,81,0.9056522472252706,2,0.05389817949460957,51
3945,364.8843078613281,98.51416778564453,0.38613253831863403,21,0.0006029464011288597,0.07621882980403483,378,0.20834898105310612,4,0.09289551517109373,51
3945,226.8024139404297,83.22953033447266,0.47101452946662903,317,0.00809317773872815,0.8170496493051301,234,0.47300162427610004,3,0.01475280054075974,51
3945,82.45519256591797,83.8720703125,0.41870611906051636,39,0.004131101724670652,0.7146639518221044,136,0.5926231569948889,1,0.06622697716965506,51
3945,195.14932250976562,93.37030792236328,0.3427446484565735,22,0.02888250175628868,0.20913850396336053,69,0.22198861421749133,2,0.09198007206362688,51
3945,209.0591583251953,81.0772933959961,0.4485935568809509,321,0.009604577001817573,0.2889825116126007,170,0.8242894383464913,2,0.0878404384052171,51
3945,74.78421020507812,65.96907806396484,0.5555912852287292,203,0.0010139005353548669,0.6180529663131288,496,0.26519073188348047,1,0.03614690400473608,51
3945,141.61978149414062,94.4925537109375,0.6088738441467285,162,0.0003964455171191122,0.09185103814777551,115,0.7851564437658212,4,0.07760816354055847,51
3945,86.87287139892578,72.09403228759766,0.5254654288291931,425,0.0255854372454184,0.7319702754399169,189,0.6845227197617603,1,0.09963703498858353,51
3945,195.97206115722656,74.484619140625,0.6362807154655457,214,0.00011297783171762529,0.6425929835567442,373,0.556651122767931,3,0.08478259683468371,51
3945,157.8542022705078,99.0265884399414,0.4349779784679413,93,0.0019375185564379058,0.2514672731962927,99,0.36849320015383713,5,0.051627145288747504,51
3945,101.9708023071289,92.4100341796875,0.6419982314109802,313,0.011931798129076042,0.6289944238725046,89,0.8355182800439651,4,0.05734625800572311,51
3945,182.52658081054688,93.18243408203125,0.5080437064170837,457,0.0008746705169773778,0.437257023057782,97,0.9080220227126308,5,0.04716591796200511,51
3945,1040.778564453125,89.7779312133789,0.5243752002716064,119,0.03116157677529241,0.5638421985879059,943,0.3465683702455347,4,0.09311152818422583,51
3945,274.3022766113281,92.29377746582031,0.3219565153121948,21,0.004433271666362334,0.6157154877454679,171,0.17116068396431433,2,0.0654351727727842,51
3945,229.69593811035156,91.26620483398438,0.5298286080360413,188,0.00019927638533739832,0.14814007900296045,303,0.4935581109658046,5,0.03096944419440524,51
3945,266.77911376953125,83.53010559082031,0.5196123123168945,344,0.004632389105716534,0.6117343791875927,308,0.35740247194451924,4,0.00022455992078701268,51
3945,92.76451110839844,84.23439025878906,0.31524017453193665,36,0.0020067679201915545,0.6722992178708559,205,0.5496632722479391,1,0.00017130605800432295,51
3945,179.15753173828125,99.4399642944336,0.2940143048763275,33,0.005575768403845895,0.1936752527786857,137,0.4035412042818234,5,0.053745217503953925,51
3945,269.7172546386719,83.28860473632812,0.557568371295929,125,0.09733681087603661,0.8247757867109147,296,0.4009919331295614,3,0.08847079587233997,51
3945,123.00918579101562,89.74883270263672,0.4307854175567627,199,0.039279494343143144,0.2929331412516438,149,0.9252978816964534,3,0.06527680999156056,51
3945,72.77198791503906,97.65621948242188,0.2793135941028595,325,0.027052312889718582,0.19713248484357948,107,0.7266617009428533,5,0.01204605312552439,51
3945,266.16693115234375,85.10808563232422,1.8623077869415283,39,0.008386297882496578,0.9279329953031376,68,0.7633256433548918,2,0.03010566587988789,51
3945,75.02545166015625,79.93853759765625,0.4415956735610962,72,0.018073718218954253,0.5058624672775688,145,0.2339667896733938,1,0.048725713692194715,51
3945,506.0102844238281,98.18701934814453,0.2105175107717514,27,0.00986431811338733,0.04348631792468938,489,0.901846439339861,5,0.0040271041606769,51
3945,123.50979614257812,78.63123321533203,0.7063643336296082,189,0.09790229456309178,0.7877559676351532,308,0.23878845632817328,2,0.012976506316053626,51
3945,209.2195281982422,84.49055480957031,0.4319537878036499,84,0.0001312605704941482,0.6805386859490674,433,0.8309989516599505,2,0.04942990928237934,51
